Player_bowling_id,matches,innings,overs,maidens,runs,wickets,best_bowling,average,economy,strike_rate,four_wkts,five_wkts,catches,stumps,Season_Id,Team_Id,Name,Player_Id
247,10,10,40,0,269,13,44971,20.69,6.75,18.3,0,0,3,0,6,4,"Hasan Ali",53
248,10,9,32,0,238,11,45013,21.63,7.43,17.4,0,0,1,0,5,1,"Imran Tahir",265
249,2,2,3,0,29,0,NULL,NULL,9.66,NULL,0,0,0,0,4,2,"Hassan Khan",124
250,2,1,3,0,27,1,44953,27,9,18,0,0,0,0,3,3,"Khalid Usman",155
251,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,2,3,"Dawid Malan",57
252,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,1,3,"Dawid Malan",57
253,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,7,3,"Hazratullah Zazai",299
254,3,3,7,0,70,1,44942,70,10,42,0,0,3,0,6,5,"Hassan Khan",124
255,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,5,4,"Colin Ingram",140
256,10,2,2,0,25,0,NULL,NULL,12.5,NULL,0,0,4,0,4,4,"Hussain Talat",88
257,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,3,6,"Khurram Manzoor",98
258,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,6,3,"Hazratullah Zazai",299
259,9,9,33,0,273,9,47150,30.33,8.27,22,0,0,6,0,5,6,"Chris Jordan",67
260,4,4,10,0,71,4,44971,17.75,7.1,15,0,0,2,0,4,3,"Ibtisam Sheikh",154
261,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,"Khushdil Shah",119
262,4,3,5,0,51,0,NULL,NULL,10.55,NULL,0,0,2,0,2,6,"Mir Hamza",22
263,4,3,5,0,51,0,NULL,NULL,10.55,NULL,0,0,2,0,1,6,"Mir Hamza",22
264,9,6,17,0,134,4,44934,33.5,7.88,25.5,0,0,1,0,7,3,"Hussain Talat",88
265,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,1,"Shimron Hetmyer",314
266,3,3,10,0,95,3,44974,31.66,9.5,20,0,0,1,0,5,1,"Junaid Khan",55
267,6,2,3,0,14,2,44961,7,4.66,9,0,0,0,0,4,6,"Iftikhar Ahmed",20
268,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,3,5,"Tom Kohler-Cadmore",303
269,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,2,4,"Misbah-ul-Haq ",9
270,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,1,4,"Misbah-ul-Haq ",9
271,10,8,9,0,92,2,44928,46,9.68,28.5,0,0,9,0,7,5,"Iftikhar Ahmed",20
272,11,3,7,0,78,3,13547,26,11.14,14,0,0,2,0,6,4,"Hussain Talat",88
273,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,5,3,"Kamran Akmal",56
274,11,11,43,0,289,5,44984,57.8,6.66,52,0,0,1,0,4,6,"Imad Wasim",21
275,7,7,26,1,164,7,45012,23.42,6.3,22.2,0,0,0,0,2,6,"Mohammad Amir",23
276,7,7,26,1,164,7,45012,23.42,6.3,22.2,0,0,0,0,1,6,"Mohammad Amir",23
277,2,2,3,0,23,1,44946,23,6.9,20,0,0,0,0,7,1,"Ihsanullah ",352
278,12,6,8,0,79,1,44937,79,9.67,49,0,0,9,0,6,4,"Iftikhar Ahmed",20
279,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,5,"Khurram Manzoor",98
280,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,4,3,"Imam-ul-Haq ",251
281,4,4,16,0,142,2,44957,71,8.87,48,0,0,1,0,3,2,"Mitchell McClenaghan",147
282,9,9,31,1,203,11,45005,18.45,6.54,16.9,0,0,3,0,2,3,"Mohammad Asghar",58
283,9,9,31,1,203,11,45005,18.45,6.54,16.9,0,0,3,0,1,3,"Mohammad Asghar",58
284,9,9,35,0,239,6,10990,39.83,6.82,35,0,0,2,0,7,6,"Imad Wasim",21
285,11,10,31,1,241,7,44959,34.42,7.77,26.5,0,0,3,0,6,6,"Imad Wasim",21
286,11,3,5,0,25,1,44927,25,5,30,0,0,5,0,5,1,"Khushdil Shah",119
287,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,0,4,6,"Colin Ingram",140
288,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,3,2,"Brendon McCullum",105
289,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,2,3,"Mohammad Hafeez",59
290,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,1,3,"Mohammad Hafeez",59
291,3,3,10,0,129,0,NULL,NULL,12.09,NULL,0,0,1,0,7,1,"Imran Khan",54
292,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,6,3,"Imam-ul-Haq ",251
293,8,1,1,0,10,0,NULL,NULL,10,NULL,0,0,6,0,5,3,"Liam Livingstone",184
294,2,2,7,0,64,3,45011,21.33,9.14,14,0,0,1,0,4,3,"Chris Jordan",67
295,3,2,3,0,26,1,44946,26,8.66,18,0,0,1,0,3,5,"Mahmudullah ",125
296,6,6,21,1,155,7,45007,22.14,7.38,18,0,0,0,0,2,4,"Mohammad Irfan",10
297,6,6,21,1,155,7,45007,22.14,7.38,18,0,0,0,0,1,4,"Mohammad Irfan",10
298,12,12,46,0,298,16,45001,18.62,6.47,17.2,0,0,2,0,7,1,"Imran Tahir",265
299,7,7,25,1,179,12,45009,14.91,7.16,12.5,0,0,0,0,6,1,"Imran Khan",54
300,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,5,2,"Chris Lynn",146
301,7,7,26,0,228,8,14305,28.5,8.65,19.7,0,0,1,0,4,1,"Junaid Khan",55
302,8,7,24,0,208,9,44980,23.11,8.48,16.3,0,0,4,0,3,6,"Tymal Mills",127
303,8,8,27,0,208,4,11720,52,7.7,40.5,0,0,4,0,2,5,"Mohammad Nabi",76
304,8,8,27,0,208,4,11720,52,7.7,40.5,0,0,4,0,1,5,"Mohammad Nabi",76
305,7,7,25,1,170,13,44992,13.07,6.8,11.5,0,0,5,0,6,1,"Imran Tahir",265
306,2,2,3,0,26,1,44948,26,8.66,18,0,0,2,0,5,1,"Adam Lyth",266
307,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,1,4,3,"Kamran Akmal",56
308,3,3,11,0,95,3,44953,31.66,8.63,22,0,0,1,0,3,5,"Mir Hamza",22
309,10,10,35,0,234,13,45029,18,6.56,16.4,1,0,5,0,2,5,"Mohammad Nawaz",77
310,10,10,35,0,234,13,45029,18,6.56,16.4,1,0,5,0,1,5,"Mohammad Nawaz",77
311,5,5,20,0,189,9,15036,21,9.45,13.3,0,0,1,0,7,6,"Chris Jordan",67
312,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,6,6,"Colin Ingram",140
313,3,3,7,0,76,2,11355,38,10.85,21,0,0,1,0,5,2,"Maaz Khan",291
314,7,7,24,0,189,11,45026,17.18,7.66,13.4,1,0,2,0,4,2,"Sandeep Lamichhane",197
315,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,3,4,"Misbah-ul-Haq ",9
316,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,4,2,2,"Mohammad Rizwan",312
317,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,4,1,2,"Mohammad Rizwan",312
318,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,7,3,"Kamran Akmal",56
319,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,1,6,3,"Kamran Akmal",56
320,1,1,1,0,14,0,NULL,NULL,14,NULL,0,0,0,0,5,6,"Mitchell McClenaghan",147
321,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,4,6,"Liam Livingstone",184
322,11,10,35,1,233,9,44963,25.88,6.65,23.3,0,0,0,0,3,6,"Mohammad Amir",23
323,7,7,24,0,138,12,45054,11.5,5.59,12.3,0,1,1,0,2,4,"Mohammad Sami",11
324,7,7,24,0,138,12,45054,11.5,5.59,12.3,0,1,1,0,1,4,"Mohammad Sami",11
325,13,5,8,0,73,1,44941,73,9.12,48,0,0,1,0,7,2,"Kamran Ghulam",7
326,1,1,4,0,45,0,NULL,NULL,11.25,NULL,0,0,0,0,6,3,"Khalid Usman",155
327,1,1,4,0,41,3,15036,13.66,10.25,8,0,0,0,0,5,3,"Saqib Mahmood",253
328,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,3,"Wayne Madsen",203
329,5,5,15,0,141,2,44944,70.5,9,47,0,0,2,0,3,3,"Mohammad Asghar",58
330,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,2,6,"Mushfiqur Rahim",24
331,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,1,6,"Mushfiqur Rahim",24
332,2,2,8,0,42,2,44943,21,5.25,24,0,0,0,0,7,3,"Khalid Usman",155
333,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,4,"Usman Khawaja",268
334,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,5,4,"Dawid Malan",57
335,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,4,3,"Dawid Malan",57
336,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,3,3,"Mohammad Hafeez",59
337,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,2,6,"Nauman Anwar",25
338,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,6,"Nauman Anwar",25
339,2,2,8,0,62,5,45038,12.4,7.75,9.6,1,0,1,0,7,5,"Khurram Shahzad",252
340,5,5,16,0,116,7,44999,16.57,7.25,13.7,0,0,0,0,6,5,"Khurram Shahzad",252
341,4,4,15,0,122,5,10990,24.4,8.13,18,0,0,1,0,5,5,"Tymal Mills",127
342,5,5,19,0,137,7,45014,19.57,7.21,16.2,0,0,0,0,4,3,"Tymal Mills",127
343,10,9,36,1,228,10,44976,22.8,6.33,21.6,0,0,1,0,3,1,"Mohammad Irfan",10
344,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,2,2,"Naved Yasin",42
345,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,2,"Naved Yasin",42
346,12,12,32,0,223,16,12875,13.93,6.89,12.1,1,0,7,0,7,1,"Khushdil Shah",119
347,11,3,4,0,37,1,44930,37,9.25,24,0,0,3,0,6,1,"Khushdil Shah",119
348,4,4,12,0,107,3,44937,35.66,8.91,24,0,0,1,0,5,3,"Mohammad Amir",23
349,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,3,"Misbah-ul-Haq ",9
350,11,10,31,0,298,12,44975,24.83,9.61,15.5,0,0,3,0,3,6,"Mohammad Irfan",10
351,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,2,5,"Kevin Pietersen",78
352,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,5,"Kevin Pietersen",78
353,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7,3,"Tom Kohler-Cadmore",303
354,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,4,"Brandon King",269
355,11,11,43,0,327,10,45041,32.7,7.63,25.7,1,0,0,0,5,6,"Mohammad Amir",23
356,3,3,12,1,69,5,45007,13.8,5.75,14.4,0,0,0,0,4,1,"Mohammad Abbas",217
357,11,11,36,1,196,7,44961,28,5.44,30.8,0,0,3,0,3,5,"Mohammad Nawaz",77
358,8,8,26,0,180,4,44940,45,6.79,39.7,0,0,1,0,2,4,"Rumman Raees",12
359,8,8,26,0,180,4,44940,45,6.79,39.7,0,0,1,0,1,4,"Rumman Raees",12
360,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,7,6,"Tom Lammonby",329
361,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,0,6,3,"Tom Kohler-Cadmore",303
362,13,8,20,1,130,3,44937,43.33,6.5,40,0,0,6,0,5,2,"Mohammad Hafeez",59
363,9,9,34,0,257,13,45041,19.76,7.44,15.9,1,0,2,0,4,6,"Mohammad Amir",23
364,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,2,3,6,"Mohammad Rizwan",312
365,10,10,34,0,276,16,45003,17.25,8.03,12.8,0,0,5,0,2,4,"Andre Russell",13
366,10,10,34,0,276,16,45003,17.25,8.03,12.8,0,0,5,0,1,4,"Andre Russell",13
367,4,4,13,0,112,2,44948,56,8.61,39,0,0,3,0,7,3,"Liam Livingstone",184
368,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,6,1,"Chris Lynn",146
369,9,9,32,0,287,15,45041,19.13,8.96,12.8,2,0,1,0,5,5,"Mohammad Hasnain",211
370,2,2,5,0,40,0,NULL,NULL,7.74,NULL,0,0,2,0,4,2,"Mohammad Hafeez",59
371,11,11,42,0,291,13,45006,22.38,6.82,19.6,0,0,2,0,3,4,"Mohammad Sami",11
372,6,6,22,0,157,6,45012,26.16,7.13,22,0,0,0,0,2,4,"Saeed Ajmal",90
373,6,6,22,0,157,6,45012,26.16,7.13,22,0,0,0,0,1,4,"Saeed Ajmal",90
374,2,2,7,0,81,2,16103,40.5,11.57,21,0,0,2,0,7,3,"Saqib Mahmood",253
375,5,5,18,0,145,12,44997,12.08,7.98,9,0,0,0,0,6,3,"Saqib Mahmood",253
376,9,8,19,0,169,8,44973,21.12,8.59,14.7,0,0,2,0,5,1,"Mohammad Ilyas",218
377,7,7,28,1,211,12,45015,17.58,7.53,14,0,0,1,0,4,5,"Mohammad Hasnain",211
378,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,6,"Eoin Morgan",120
379,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,2,6,"Saifullah Bangash",26
380,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,1,6,"Saifullah Bangash",26
381,4,4,16,0,114,8,45043,14.25,7.12,12,1,0,0,0,7,6,"Mir Hamza",22
382,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,6,3,"David Miller",300
383,1,1,2,0,16,1,44942,16,8,12,0,0,0,0,5,3,"Mohammad Imran",198
384,8,7,24,0,194,9,45012,21.55,8.08,16,0,0,4,0,4,1,"Mohammad Ilyas",218
385,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,3,6,"Iftikhar Ahmed",20
386,10,6,11,0,96,4,44935,24,8.72,16.5,0,0,4,0,2,3,"Daren Sammy",61
387,10,6,11,0,96,4,44935,24,8.72,16.5,0,0,4,0,1,3,"Daren Sammy",61
388,13,8,18,0,117,6,44980,19.5,6.5,18,0,0,4,0,7,2,"Mohammad Hafeez",59
389,11,11,41,2,349,5,44940,69.8,8.37,50,0,0,2,0,6,6,"Mohammad Amir",23
390,8,7,26,0,212,4,11355,53,8.15,39,0,0,0,0,5,1,"Mohammad Irfan",10
391,9,9,32,0,209,5,44942,41.8,6.53,38.4,0,0,2,0,4,1,"Mohammad Irfan",10
392,5,5,16,1,103,4,44979,25.75,6.43,24,0,0,0,0,3,2,"Mustafizur Rahman",41
393,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,5,"Kumar Sangakkara",93
394,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,5,"Kumar Sangakkara",93
395,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,1,7,3,"Mohammad Haris",279
396,10,5,8,0,62,2,44930,31,7.75,24,0,0,2,0,6,2,"Mohammad Hafeez",59
397,2,1,4,0,35,1,12785,35,8.75,24,0,0,0,0,5,3,"Mohammad Mohsin",254
398,2,2,5,0,68,0,NULL,NULL,12.75,NULL,0,0,0,0,4,1,"Mohammad Irfan",10
399,9,9,34,0,204,10,45013,20.4,6,20.4,0,0,5,0,3,2,"Sunil Narine",111
400,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,2,5,"Sarfaraz Ahmed",68
401,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,1,5,"Sarfaraz Ahmed",68
402,3,3,9,0,76,3,44984,25.33,8.44,18,0,0,1,0,7,5,"Mohammad Hasnain",211
403,9,9,33,0,292,9,44975,32.44,8.89,21.8,0,0,2,0,6,5,"Mohammad Hasnain",211
404,9,9,25,0,208,6,44966,34.66,8.32,25,0,0,8,0,5,5,"Mohammad Nawaz",77
405,3,3,12,0,106,3,11720,35.33,8.83,24,0,0,2,0,4,5,"Mohammad Irfan",10
406,9,9,27,0,188,13,12510,14.46,6.96,12.4,1,0,3,0,3,4,"Samit Patel",121
407,10,10,37,2,244,10,45053,24.4,6.59,22.2,0,1,4,0,2,3,"Shahid Afridi",62
408,10,10,37,2,244,10,45053,24.4,6.59,22.2,0,1,4,0,1,3,"Shahid Afridi",62
409,5,5,18,1,173,8,14305,21.62,9.7,13.3,0,0,1,0,6,6,"Mohammad Ilyas",218
410,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,5,6,"Mohammad Rizwan",312
411,12,12,46,0,350,13,44982,26.92,7.6,21.2,0,0,8,0,4,5,"Mohammad Nawaz",77
412,1,1,2,0,24,2,44981,12,12,6,0,0,2,0,3,5,"Thisara Perera",129
413,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,2,3,"Shahid Yousuf",63
414,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0,1,3,"Shahid Yousuf",63
415,3,3,6,0,71,1,44928,71,11.83,36,0,0,0,0,7,6,"Mohammad Ilyas",218
416,11,11,41,0,340,9,17199,37.77,8.19,27.6,0,0,0,0,6,3,"Mohammad Imran",198
417,7,3,7,0,72,3,47150,24,10.28,14,0,0,1,0,5,2,"Muhammad Faizan",239
418,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,4,6,"Mohammad Rizwan",312
419,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,3,5,"Kevin Pietersen",78
420,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,2,6,"Shahzaib Hasan",102
421,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,6,"Shahzaib Hasan",102
422,3,3,10,0,93,1,44949,93,9.3,60,0,0,0,0,7,6,"Mohammad Imran",198
423,10,10,40,0,271,10,45012,27.1,6.77,24,0,0,3,0,6,3,"Mohammad Irfan",10
424,7,7,22,2,187,6,45015,31.16,8.25,22.6,0,0,1,0,5,4,"Muhammad Musa",172
425,9,9,28,0,230,5,45007,46,8.02,34.4,0,0,3,0,4,4,"Mohammad Sami",11
426,10,5,13,0,122,5,13575,24.4,9.5,15.4,0,0,6,0,3,1,"Kieron Pollard",100
427,8,7,21,0,167,3,44952,55.66,7.95,42,0,0,3,0,2,6,"Shakib Al",27
428,8,7,21,0,167,3,44952,55.66,7.95,42,0,0,3,0,1,6,"Shakib Al",27
429,2,2,7,0,56,2,44954,28,7.46,22.5,0,0,0,0,7,5,"Mohammad Irfan",10
430,5,4,11,0,84,1,44952,84,7.63,66,0,0,2,0,6,6,"Mohammad Nabi",76
431,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,5,4,"Colin Munro",185
432,11,11,42,0,322,15,45032,21.46,7.6,16.9,1,0,1,0,3,5,"Rahat Ali",101
433,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,2,4,"Sharjeel Khan",14
434,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,1,4,"Sharjeel Khan",14
435,9,9,31,0,213,5,44974,42.6,6.79,37.6,0,0,3,0,7,6,"Mohammad Nabi",76
436,9,9,26,0,195,6,44973,32.5,7.5,26,0,0,2,0,6,5,"Mohammad Nawaz",77
437,6,6,22,0,162,5,44974,32.4,7.36,26.4,0,0,1,0,5,5,"Naseem Shah",212
438,7,7,23,0,235,8,45010,29.37,10.21,17.2,0,0,1,0,4,4,"Muhammad Musa",172
439,9,4,11,0,73,1,44942,73,6.63,66,0,0,1,0,2,6,"Shoaib Malik",17
